adult,original_title,overview,original_language,revenue,status,release_date,production_companies,vote_count,vote_average
False,In the Shadow of the Moon,"Archival material from the original NASA film footage – much of it seen for the first time – plus interviews with the surviving astronauts, including Jim Lovell, Dave Scott, John Young, Gene Cernan, Mike Collins, Buzz Aldrin, Alan Bean, Edgar Mitchell, Charlie Duke and Harrison Schmitt.",en,0.0,Released,2007-01-19,"[{'name': 'Film4', 'id': 9349}, {'name': 'Passion Pictures', 'id': 11594}, {'name': 'Discovery Films', 'id': 21673}]",31.0,7.6
False,Love and Other Disasters,"Flighty Emily ""Jacks"" Jackson works for the British edition of Vogue magazine. Rather than pursue a relationship, Jacks regularly hooks up with her devoted ex-boyfriend, James Wildstone, and lives with Peter Simon, a gay screenwriter. When Jacks meets Argentinian photographer's assistant Paolo Sarmiento, she assumes he is gay and tries to bring him and Peter together, unaware that Paolo is straight and in love with her.",en,0.0,Released,2006-09-09,"[{'name': 'Ruby Films', 'id': 2054}, {'name': 'Skyline Films', 'id': 2055}, {'name': 'EuropaCorp', 'id': 6896}]",104.0,5.9
False,The Contractor,"Former CIA Operative, James Dial is coaxed back into action to kill a terrorist in London, but it all goes wrong and he is forced into hiding, where he meets and befriends a 12 year old girl.",en,0.0,Released,2007-07-10,"[{'name': 'April Productions', 'id': 3026}, {'name': 'Chaintron', 'id': 3027}, {'name': 'RMA Productions', 'id': 3028}]",33.0,5.4
False,Interview,"After falling out with his editor, a fading political journalist is forced to interview America's most popular soap actress.",en,0.0,Released,2007-01-20,"[{'name': 'Column Productions', 'id': 2412}, {'name': 'Ironworks Productions', 'id': 2413}, {'name': 'Kiss the Cactus', 'id': 2414}]",47.0,6.4
False,The Death and Life of Bobby Z,"A DEA agent provides former Marine Tim Kearney with a way out of his prison sentence: impersonate Bobby Z, a recently deceased drug dealer, in a hostage switch with a crime lord. When the negotiations go awry, Kearney flees, with Z's son in tow.",en,413454.0,Released,2007-07-23,"[{'name': 'Eclectic pictures', 'id': 8056}, {'name': 'Millennium Films', 'id': 10254}]",104.0,5.8
False,Resident Evil: Extinction,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",en,148412065.0,Released,2007-09-20,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Davis-Films', 'id': 342}, {'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Resident Evil Productions', 'id': 58249}]",1308.0,6.1
False,Mr. Woodcock,"Taken aback by his mother's wedding announcement, a young man returns home in an effort to stop her from marrying his old high school gym teacher, a man who made high school hell for generations of students.",en,0.0,Released,2007-09-14,"[{'name': 'Avery Pix', 'id': 1565}, {'name': 'Landscape Entertainment', 'id': 7741}]",142.0,4.9
False,Good Luck Chuck,"Cursed since childhood, dentist Charlie Kagan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",en,59192128.0,Released,2007-09-21,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Karz Entertainment', 'id': 4194}, {'name': 'Province of British Columbia Production Services Tax Credit', 'id': 12200}, {'name': 'Milestone Entertainment', 'id': 95343}, {'name': 'Alberta Film Development Program of the Alberta Government', 'id': 95344}, {'name': 'Chuck Productions', 'id': 95345}]",454.0,5.6
False,Into the Wild,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",en,56255142.0,Released,2007-09-11,"[{'name': 'Paramount Vantage', 'id': 838}, {'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Art Linson Productions', 'id': 8769}, {'name': 'Into the Wild', 'id': 41051}]",3139.0,7.8
False,The Game Plan,"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.",en,147880543.0,Released,2007-09-28,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Mayhem Pictures', 'id': 22881}, {'name': 'Monkey Dance Productions', 'id': 80510}]",434.0,6.0
False,色‧戒,"During World War II a secret agent must seduce, then assassinate an official who works for the Japanese puppet government in Shanghai. Her mission becomes clouded when she finds herself falling in love with the man she is assigned to kill.",zh,0.0,Released,2007-09-28,"[{'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Haishang Films', 'id': 13480}]",177.0,6.8
False,Feast of Love,"A meditation on love and its various incarnations, set within a community of friends in Oregon. It is described as an exploration of the magical, mysterious and sometimes painful incarnations of love.",en,5741608.0,Released,2007-09-28,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Revelations Entertainment', 'id': 906}, {'name': 'Greenestreet Films', 'id': 2150}]",53.0,5.9
False,Postal,"The story begins with a regular Joe who tries desperately to seek employment, but embarks on a violent rampage when he teams up with cult leader Uncle Dave. Their first act is to heist an amusement park, only to learn that the Taliban are planning the same heist as well. Chaos ensues, and now the Postal Dude must not only take on terrorists but also political figures.",en,0.0,Released,2007-08-11,"[{'name': 'Running With Scissors', 'id': 1199}, {'name': 'Vivendi Entertainment', 'id': 4575}]",94.0,4.6
False,The Seeker: The Dark Is Rising,A boy's life is turned upside down when he learns that he is the last of a group of immortal warriors who have dedicated their lives to fighting the forces of the dark.,en,0.0,Released,2007-10-05,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Marc Platt Productions', 'id': 2527}, {'name': 'Walden Media', 'id': 10221}]",111.0,4.8
False,The Heartbreak Kid,"Eddie, the 40-year-old confirmed bachelor finally says ""I do"" to the beautiful and sexy Lila. But during their honeymoon in Mexico, the woman of his dreams turns out to be a total nightmare, and the guy who could never pull the trigger realizes he’s jumped the gun.",en,127766650.0,Released,2007-10-05,"[{'name': 'Conundrum Entertainment', 'id': 1156}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'DreamWorks Pictures', 'id': 7293}, {'name': 'Radar Pictures', 'id': 14718}]",414.0,5.7
False,Dan in Real Life,"Advice columnist, Dan Burns is an expert on relationships, but somehow struggles to succeed as a brother, a son and a single parent to three precocious daughters. Things get even more complicated when Dan finds out that the woman he falls in love with is actually his brother's new girlfriend.",en,68377859.0,Released,2007-10-26,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Jon Shestack Productions', 'id': 10991}]",363.0,6.5
False,The Darjeeling Limited,"Three American brothers who have not spoken to each other in a year set off on a train voyage across India with a plan to find themselves and bond with each other -- to become brothers again like they used to be. Their ""spiritual quest"", however, veers rapidly off-course (due to events involving over-the-counter pain killers, Indian cough syrup, and pepper spray).",en,24377151.0,Released,2007-09-29,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Scott Rudin Productions', 'id': 258}]",876.0,7.1
False,We Own the Night,A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.,en,54926886.0,Released,2007-05-25,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Industry Entertainment', 'id': 376}, {'name': '2929 Productions', 'id': 846}]",327.0,6.5
False,Elizabeth: The Golden Age,"When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard to the lives of her people.",en,74237563.0,Released,2007-09-09,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Working Title Films', 'id': 10163}]",310.0,6.6
False,Michael Clayton,A law firm brings in its 'fixer' to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.,en,92991835.0,Released,2007-09-28,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Section Eight Productions', 'id': 14315}]",508.0,6.6
False,Sleuth,"On his sprawling country estate, an aging writer matches wits with the struggling actor who has stolen his wife's heart.",en,342835.0,Released,2007-10-12,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Timnick Films', 'id': 679}, {'name': 'Mandate Pictures', 'id': 771}, {'name': 'Riff Raff Film Productions', 'id': 1668}]",154.0,6.4
False,Lars and the Real Girl,"Sometimes you find love where you'd least expect it. Just ask Lars, a sweet but quirky guy who thinks he's found the girl of his dreams in a life-sized doll named Bianca. Lars is completely content with his artificial girlfriend, but when he develops feelings for Margo, an attractive co-worker, Lars finds himself lost in a unique love triangle, hoping to somehow discover the real meaning of true love.",en,11293663.0,Released,2007-10-12,"[{'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Lars Productions', 'id': 19731}]",517.0,7.1
False,30 Days of Night,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",en,75505973.0,Released,2007-10-17,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Ghost House Pictures', 'id': 768}, {'name': 'HorrorFlix', 'id': 24339}]",784.0,6.2
False,Rendition,"When an Egyptian terrorism suspect ""disappears"" on a flight from Africa to Washington DC, his American wife and a CIA analyst find themselves caught up in a struggle to secure his release from a secret detention facility somewhere outside the US.",en,24748670.0,Released,2007-09-07,"[{'name': 'Anonymous Content', 'id': 10039}, {'name': 'Level 1 Entertainment', 'id': 10040}, {'name': 'MID Foundation', 'id': 20666}]",207.0,6.2
False,Things We Lost in the Fire,"A recent widow invites her husband's troubled best friend to live with her and her two children. As he gradually turns his life around, he helps the family cope and confront their loss.",en,2849142.0,Released,2007-09-26,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Neal Street Productions', 'id': 1522}, {'name': 'DreamWorks Pictures', 'id': 7293}, {'name': 'Province of British Columbia Production Services Tax Credit', 'id': 12200}]",90.0,6.7
False,Reservation Road,"Two fathers' lives intersect when one of them is involved in a terrible and sudden hit-and-run car accident that leaves the other's son dead. In response, the two men (Joaquin Phoenix and Mark Ruffalo) react in unexpected ways as a reckoning looms in the near future.",en,0.0,Released,2007-09-13,"[{'name': 'Nick Wechsler/Miracle Pictures', 'id': 2542}, {'name': 'Volume One Entertainment', 'id': 2543}]",78.0,6.6
False,Gone Baby Gone,"When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons - they're not cops and they know the tough neighborhood in which they all live. As the case progresses, Kenzie and Gennaro face drug dealers, gangs and pedophiles. When they are about to solve the case, they are faced with a moral dilemma that tears them apart.",en,34619699.0,Released,2007-10-19,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'The Ladd Company', 'id': 7965}]",1034.0,7.2
False,The Comebacks,"A comedy that spoofs the inspirational sports movies, The Comebacks tells the story of an out-of-luck coach, Lambeau Fields, who takes a rag-tag bunch of college misfits and drives them towards the football championships. In the process, this life-long loser discovers that he is a winner after all by redeeming himself, saving his relationship with his family and friends, and finding that there is indeed, no ""I"" in ""team""!",en,0.0,Released,2007-10-19,"[{'name': 'Fox Atomic', 'id': 2890}]",45.0,4.9
False,Alien Autopsy,Humouristic reconstruction of the 1995 scandal when two British lads were accused of having faked a documentary from the Roswell incident in 1947.,en,0.0,Released,2006-04-07,"[{'name': 'Qwerty Films', 'id': 892}, {'name': 'Ealing Studios', 'id': 2650}, {'name': 'Fragile Films', 'id': 2651}, {'name': 'Warner Bros.', 'id': 6194}]",49.0,5.8
False,Straightheads,"There is instant chemistry between Alice (Gillian Anderson), a businesswoman, and Adam (Danny Dyer), a younger working-class man who installs a security system in her London apartment. She takes him to a party in the country, and they end up making love. But the night turns horrific when they encounter three thugs who maim Adam and rape Alice. The incident turns them into fearful recluses until Alice spots the leader of their attackers (Anthony Calf) -- and the two victims plot a brutal revenge.",en,0.0,Released,2007-04-27,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Screen West Midlands', 'id': 2310}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'DJ Films', 'id': 5654}, {'name': 'Film4', 'id': 9349}, {'name': 'Verve Pictures', 'id': 35249}, {'name': 'Free Range Films', 'id': 39509}]",41.0,5.1
False,The Assassination of Jesse James by the Coward Robert Ford,"Outlaw Jesse James is rumored be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",en,14711793.0,Released,2007-09-02,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Virtual Studios', 'id': 449}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Alberta Film Entertainment', 'id': 3997}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Jesse Films Inc.', 'id': 11252}]",792.0,7.0
False,I'm Reed Fish,"When an old high school crush returns to his small hometown, Reed Fish's once simple, calculated life begins to unravel. A drunken incident prompts Reed's fiancee (Alexis Bledel) and the entire town to turn against him. This one-of-a-kind hilariously clever comedy features an up and coming ensemble cast and an unforgettably captivating original soundtrack.",en,0.0,Released,2007-06-01,[],33.0,5.8
False,Persepolis,"In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.",fr,0.0,Released,2007-05-23,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'Procirep', 'id': 311}, {'name': 'Soficinéma', 'id': 312}, {'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Diaphana Films', 'id': 744}, {'name': 'Sofica Europacorp', 'id': 854}, {'name': 'Celluloid Dreams', 'id': 860}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Région Ile-de-France', 'id': 11246}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Fondation GAN pour le Cinéma', 'id': 23677}, {'name': '2.4.7. Films', 'id': 62546}, {'name': 'French Connection Animations', 'id': 84592}, {'name': ""Société des Producteurs de L'Angoa"", 'id': 84593}]",461.0,7.7
False,Control,"Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980.",en,8159508.0,Released,2007-09-26,"[{'name': 'Becker International', 'id': 1915}, {'name': 'Claraflora', 'id': 1916}, {'name': 'EM Media', 'id': 1917}, {'name': 'NorthSee', 'id': 1918}, {'name': 'Weinstein Company, The', 'id': 7289}]",206.0,7.5
False,The Jane Austen Book Club,"Six Californians start a club to discuss the works of Jane Austen. As they delve into Austen's literature, the club members find themselves dealing with life experiences that parallel the themes of the books they are reading.",en,0.0,Released,2007-09-09,"[{'name': 'Mockingbird Pictures', 'id': 1092}, {'name': 'John Calley Productions', 'id': 59964}]",121.0,6.6
False,Outlaw,A group of people who feel betrayed by their government and let down by their police force form a modern-day outlaw posse in order to right what they see as the wrongs of society.,en,0.0,Released,2007-03-09,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Vertigo Films', 'id': 10393}]",47.0,5.2
False,The Last Winter,"In the Arctic region of Northern Alaska, an oil company's advance team struggles to establish a drilling base that will forever alter the pristine land. After one team member is found dead, a disorientation slowly claims the sanity of the others as each of them succumbs to a mysterious fear.",en,0.0,Released,2006-09-11,"[{'name': 'Glass Eye Pix', 'id': 1360}, {'name': 'Zik Zak Kvikmyndir', 'id': 14938}, {'name': 'Antidote Films', 'id': 20993}, {'name': 'Coproducción USA-Islandia', 'id': 52138}]",58.0,5.6
False,Silk,"Based on the best-selling novel by Alessandro Baricco, this visually stunning film tells the story of a French trader who finds unexpected love far away from home.",en,0.0,Released,2007-09-14,"[{'name': 'Rhombus Media', 'id': 164}]",56.0,5.6
False,Black Sheep,A genetic engineering experiment gone horribly awry turns a large flock of docile sheep into unrelenting killing machines in this rural horror comedy directed by Jonathan King and featuring special effects designed by Weta Workshop.,en,4947717.0,Released,2006-09-09,"[{'name': 'New Zealand Film Commission', 'id': 294}, {'name': 'Live Stock Films', 'id': 1466}]",201.0,5.7
False,Auf der anderen Seite,"Nejat seems disapproving about his widower father Ali's choice of prostitute Yeter for a live-in girlfriend. But he grows fond of her when he discovers she sends money home to Turkey for her daughter's university studies. Yeter's sudden death distances father and son. Nejat travels to Istanbul to search for Yeter's daughter Ayten. Political activist Ayten has fled the Turkish police and is already in Germany. She is befriended by a young woman, Lotte, who invites rebellious Ayten to stay in her home, a gesture not particularly pleasing to her conservative mother Susanne. When Ayten is arrested and her asylum plea is denied, she is deported and imprisoned in Turkey. Lotte travels to Turkey,where she gets caught up in the seemingly hopeless situation of freeing Ayten.",de,17804565.0,Released,2007-09-27,"[{'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 315}, {'name': 'Anka Film', 'id': 867}, {'name': 'Dorje Film', 'id': 1760}, {'name': 'Filmförderung Hamburg', 'id': 2406}, {'name': 'Filmförderungsanstalt (FFA)', 'id': 4247}, {'name': 'Norddeutscher Rundfunk (NDR)', 'id': 7201}, {'name': 'BKM', 'id': 75411}, {'name': 'Kulturelle Filmförderung Schleswig-Holstein', 'id': 75412}, {'name': 'nordmedia Fonds GmbH', 'id': 75413}]",68.0,6.6
False,Why Did I Get Married?,"The film is about the difficulty of maintaining a solid relationship in modern times. Eight married college friends plus one other non-friend (all of whom have achieved middle to upper class economic status) go to Colorado for their annual week-long reunion, but the mood shifts when one couple's infidelity comes to light. Secrets are revealed and each couple begins to question their own marriage",en,55184721.0,Released,2007-10-12,"[{'name': 'Lions Gate Films', 'id': 35}]",33.0,6.1
False,Saw IV,"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.",en,139352633.0,Released,2007-10-25,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Twisted Pictures', 'id': 2061}]",938.0,5.9
False,My Mom's New Boyfriend,Henry Durand is a young federal agent who is given a difficult assignment: spy on his mother and her boyfriend who is suspected of leading a gang of art thieves.,en,0.0,Released,2008-04-30,"[{'name': '3L Productions', 'id': 41738}]",64.0,5.4
False,Scum,This is the hard and shocking story of life in a British Borstal for young offenders. The brutal regime made no attempt to reform or improve the inmates and actively encouraged a power struggle between the 'tough' new inmate and the 'old hands'. The film was originally made as a BBC play but it was banned before ever being shown.,en,0.0,Released,1979-09-12,"[{'name': 'Berwick Street Productions', 'id': 2392}, {'name': ""Boyd's Company"", 'id': 3147}, {'name': 'Kendon Films Ltd.', 'id': 3148}]",52.0,7.3
False,짝패,"Tae-su, a detective fighting organized crime, returns to his hometown for his high school friend Wang-jae's funeral. There, he meets his old friends Pil-ho, Dong-hwan and Seok-hwan and they reminisce. Suspecting something fishy about Wang-jae's death, Tae-su and Seok-hwan start investigating it, each in his own way. Their investigations lead to a land development project that Pil-ho is directing.",ko,0.0,Released,2006-05-25,"[{'name': 'Weyunaegang Productions', 'id': 3808}, {'name': 'CJ Entertainment', 'id': 7036}]",38.0,6.4
False,밀양,"Sin-ae moves with her son Jun to Miryang, the town where her dead husband was born. As she tries to come to herself and set out on new foundations, another tragic event overturns her life.",ko,0.0,Released,2007-05-23,"[{'name': 'Cinema Service', 'id': 868}]",45.0,6.3
False,Tropa de Elite,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",pt,0.0,Released,2007-10-12,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Zazen Produções', 'id': 2427}, {'name': 'Estúdios Mega', 'id': 2430}, {'name': 'Quanta Centro de Produções Cinematográficas', 'id': 2432}, {'name': 'Costa Films', 'id': 10187}, {'name': 'Posto 9', 'id': 47043}, {'name': 'Feijão Filmes', 'id': 47044}, {'name': 'Universal Pictures do Brasil', 'id': 47046}]",519.0,7.8
False,King of California,"Charlie gets released from an insane asylum and moves in with Miranda, the young daughter he left behind. Charlie believes that there is treasure hidden beneath the local Costco, so he puts together a plan to unearth the loot. By convincing Miranda to quit her job at McDonald's and instead work at the wholesale store, he is able to obtain a key. Although Miranda is skeptical, she helps her father with his irrational quest.",en,1027699.0,Released,2007-01-24,"[{'name': 'Nu Image Films', 'id': 925}, {'name': 'Michael London Productions', 'id': 1187}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'King of California Productions', 'id': 23104}, {'name': 'Lone Star Film Group', 'id': 23105}]",104.0,6.5
False,Martian Child,"A recently-widowed, science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he's really from Mars.",en,0.0,Released,2007-11-02,"[{'name': 'New Line Cinema', 'id': 12}]",79.0,6.8
False,Flight of the Living Dead: Outbreak on a Plane,"On a flight from Los Angeles to Paris, a mad scientist on the run from the CIA is transporting a coffin containing the body of a colleague infected with a genetically modified virus. While the 747 crosses a violent thunderstorm, the instability of the aircraft allows the corpse to get out of its container.",en,0.0,Released,2007-04-06,"[{'name': 'Pacific Entertainment Group', 'id': 3140}]",37.0,5.2
False,Decoys,"Luke and Roger are just another couple of college guys trying to lose their virginity. But when Luke sees something unusual, he begins to suspect that the girls on campus aren't exactly...human.",en,0.0,Released,2004-02-27,[],34.0,4.7
False,American Gangster,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.",en,266465037.0,Released,2007-11-02,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Film Rites', 'id': 8083}]",1527.0,7.4
False,Bee Movie,"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.",en,287594577.0,Released,2007-10-28,"[{'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}, {'name': 'Columbus 81 Productions', 'id': 1903}]",1208.0,5.7
False,Before the Devil Knows You're Dead,"When two brothers organize the robbery of their parents' jewelry store, the job goes horribly wrong, triggering a series of events that send them and their family hurtling towards a shattering climax.",en,25005257.0,Released,2007-09-26,"[{'name': 'Capitol Films', 'id': 826}, {'name': 'Linsefilm', 'id': 2286}, {'name': 'Unity Productions', 'id': 2287}, {'name': 'Michael Cerenzie Productions', 'id': 2288}, {'name': 'Funky Buddha Productions', 'id': 11542}]",359.0,6.9
False,Le scaphandre et le papillon,"Elle France editor Jean-Dominique Bauby, who, in 1995 at the age of 43, suffered a stroke that paralyzed his entire body, except his left eye. Using that eye to blink out his memoir, Bauby eloquently described the aspects of his interior world, from the psychological torment of being trapped inside his body to his imagined stories from lands he'd only visited in his mind.",fr,19777647.0,Released,2007-05-22,"[{'name': 'France 3 Cinéma', 'id': 591}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Pathé Renn Productions', 'id': 866}, {'name': 'Banques Populaire Image 7', 'id': 1997}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'C.R.R.A.V. Nord Pas de Calais', 'id': 11433}, {'name': 'Région Nord-Pas-de-Calais', 'id': 11434}]",290.0,7.5
False,No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",en,171600000.0,Released,2007-11-08,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Paramount Vantage', 'id': 838}, {'name': 'Mike Zoss Productions', 'id': 2092}]",3083.0,7.7
False,Be Kind Rewind,"A man whose brain becomes magnetized unintentionally destroys every tape in his friend's video store. In order to satisfy the store's most loyal renter, an aging woman with signs of dementia, the two men set out to remake the lost films.",en,0.0,Released,2008-01-20,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Partizan', 'id': 1784}, {'name': 'Focus Features', 'id': 10146}]",426.0,6.2
False,Azur et Asmar,"Once upon a time there were two children nursed by same woman. Azur, a blonde, blue-eyed son of a noblewoman and Asmar, the dark skinned and dark-eyed child of the nurse. As kids, they fought and loved each other as brothers do. As grown ups, they mercilessly become rivals in the quest years later, when Azur is being haunted by memories of the legendary Djinn-fairy, and takes it upon himself to journey all the way to Asmar's homeland to seek it out. Now reunited, he finds that she has since become a successful merchant, while Asmar is now a member of the royal guard. However, Asmar also longs to find the Djinn-fairy, and only one of the two youths can be successful in their que",fr,0.0,Released,2006-10-25,[],91.0,7.5
False,August Rush,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",en,66122026.0,Released,2007-11-21,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'CJ Entertainment', 'id': 7036}, {'name': 'Southpaw Entertainment', 'id': 30131}]",821.0,7.2
False,Du levande,"In the Swedish city of Lethe, people from different walks of life take part in a series of short, deadpan vignettes that rush past. Some are just seconds long, none longer than a couple of minutes. A young woman (Jessica Lundberg) remembers a fantasy honeymoon with a rock guitarist. A man awakes from a dream about bomber planes. A businessman boasts about success while being robbed by a pickpocket and so on. The absurdist collection is accompanied by Dixieland jazz and similar music.",sv,0.0,Released,2007-09-21,"[{'name': 'Det Danske Filminstitut', 'id': 118}, {'name': 'Style Jam', 'id': 2928}, {'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Canal+', 'id': 5358}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}, {'name': 'Nordisk Film- & TV-Fond', 'id': 8555}, {'name': 'WDR/Arte', 'id': 10946}, {'name': 'Studio 24', 'id': 17636}, {'name': '4 1/2 Film', 'id': 38957}, {'name': 'Eurimages Council of Europe', 'id': 56584}, {'name': 'Posthus Teatret', 'id': 94782}]",63.0,7.1
False,The Man from Earth,"An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.",en,0.0,Released,2007-06-10,"[{'name': 'Falling Sky Entertainment', 'id': 2741}]",696.0,7.7
