loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,total_acc,bad_loan,longest_credit_length,verification_status
5475,36 months,14.09,2,RENT,19392,debt_consolidation,AZ,21.29,0,47.8,25,0,13,not verified
20000,36 months,21,2,RENT,76148,debt_consolidation,MI,27.96,0,35.2,25,1,10,verified
25000,36 months,15.31,2,RENT,105000,debt_consolidation,NY,14.55,0,65.5,34,0,22,verified
9000,36 months,14.33,0,MORTGAGE,40000,debt_consolidation,OR,8.58,1,48.9,8,0,12,not verified
10000,36 months,6.62,,MORTGAGE,67352.52,credit_card,CA,9.46,1,30.2,49,0,34,verified
9000,36 months,12.12,10,RENT,90000,debt_consolidation,CA,9.24,0,80.2,11,0,16,verified
6000,36 months,14.33,3,RENT,65000,debt_consolidation,FL,4.98,0,63.2,38,0,12,not verified
6000,36 months,14.09,6,MORTGAGE,41000,credit_card,FL,10.95,0,43.8,15,0,13,verified
21200,60 months,8.9,7,MORTGAGE,60000,major_purchase,CA,10.56,0,21.9,16,0,12,verified
16000,60 months,15.31,10,MORTGAGE,50000,credit_card,MI,19.03,0,33.1,28,0,15,verified
15000,36 months,12.12,10,OWN,41300,credit_card,KY,28.47,0,59.8,21,0,37,verified
15000,36 months,6.03,10,RENT,105000,credit_card,CA,21.36,0,16.5,42,0,18,verified
18000,60 months,10.16,10,MORTGAGE,90000,home_improvement,IL,1.33,0,5.8,15,0,12,verified
18000,36 months,13.11,0,RENT,60000,debt_consolidation,GA,15.12,0,31,13,0,10,not verified
22400,60 months,17.27,10,MORTGAGE,85000,debt_consolidation,MO,28.64,0,88.8,50,0,37,verified
21000,36 months,18.49,,RENT,65000,debt_consolidation,OH,13.74,1,61.1,36,1,48,verified
4375,36 months,15.8,,RENT,29000,debt_consolidation,MI,19.41,0,27.8,15,1,18,verified
28100,60 months,18.49,,MORTGAGE,70000,credit_card,TX,31.71,1,53,34,0,15,verified
10375,36 months,6.62,2,RENT,30000,debt_consolidation,CA,20.76,0,49.9,23,0,12,not verified
3600,36 months,19.05,0,RENT,30000,other,TX,6.12,2,22,37,0,10,verified
22800,36 months,13.11,0,MORTGAGE,110000,debt_consolidation,VA,32.95,0,62.6,21,0,14,verified
17300,60 months,17.27,7,MORTGAGE,53000,debt_consolidation,WA,26.69,0,92.9,31,1,17,verified
5000,36 months,17.77,5,MORTGAGE,60000,debt_consolidation,OH,13.82,0,66.5,22,1,13,not verified
8000,36 months,15.8,5,RENT,35000,other,CA,5.73,0,25.3,13,0,18,not verified
15250,36 months,18.75,10,MORTGAGE,73000,debt_consolidation,FL,30.05,0,64.8,58,0,16,verified
14075,36 months,18.75,8,MORTGAGE,50000,debt_consolidation,OH,15.74,0,80.3,16,0,11,not verified
6500,36 months,15.8,10,MORTGAGE,125000,small_business,PA,29.25,0,64.7,58,1,25,verified
15000,36 months,19.05,10,MORTGAGE,85000,debt_consolidation,CA,12.23,4,63.5,27,0,10,verified
35000,36 months,24.83,10,MORTGAGE,84000,major_purchase,AL,28.67,4,,55,1,24,verified
3600,36 months,16.29,1,RENT,230000,debt_consolidation,CA,18.48,9,54.3,42,0,25,verified
7200,36 months,15.8,10,RENT,48000,debt_consolidation,CA,20.75,0,79.8,22,1,11,not verified
6000,36 months,11.14,10,MORTGAGE,72000,debt_consolidation,FL,22.5,0,84.3,24,0,20,verified
18550,60 months,18.75,8,MORTGAGE,102000,home_improvement,CA,8.38,0,8.9,22,0,14,verified
30000,60 months,21.49,10,MORTGAGE,94000,debt_consolidation,TX,31.38,0,87.4,49,0,24,verified
10000,36 months,11.14,2,RENT,48000,debt_consolidation,GA,17.63,0,47.8,25,0,10,verified
5600,36 months,12.12,4,RENT,35000,debt_consolidation,NY,19.54,0,29.4,45,0,12,not verified
11000,36 months,13.11,4,MORTGAGE,63555,credit_card,FL,12.56,0,77.8,20,0,14,not verified
35000,60 months,23.76,4,RENT,98000,debt_consolidation,FL,17.28,0,79.6,33,0,11,verified
11000,36 months,15.8,4,RENT,60000,credit_card,NY,17.11,0,86.5,52,0,13,verified
7000,60 months,23.28,8,RENT,48000,other,FL,16.33,0,41.6,14,0,14,verified
9000,36 months,13.11,2,RENT,54000,credit_card,CA,3.29,0,13.3,12,0,6,not verified
28000,36 months,7.9,3,MORTGAGE,205000,credit_card,IL,9.75,0,49.6,27,0,17,verified
17500,60 months,15.31,5,MORTGAGE,74401.51,debt_consolidation,WI,16.89,1,6.3,26,0,12,verified
1300,36 months,11.14,1,OWN,13000,home_improvement,TX,17.91,0,12.4,30,0,9,not verified
20000,36 months,14.09,8,MORTGAGE,110000,debt_consolidation,OR,22.58,0,42.3,43,0,19,verified
12000,36 months,7.62,7,RENT,61000,debt_consolidation,CA,10.13,1,25.2,19,0,15,verified
6000,36 months,14.33,2,RENT,54000,debt_consolidation,VA,21.82,0,84.2,23,0,22,verified
6400,36 months,13.11,5,RENT,70000,credit_card,WA,11.85,0,59.9,24,0,13,verified
18000,60 months,22.95,9,MORTGAGE,84000,credit_card,MD,31.6,0,94.2,55,0,12,verified
15875,36 months,13.11,10,RENT,55000,debt_consolidation,CA,24.96,0,68.3,29,1,16,verified
19200,36 months,13.11,10,RENT,62000,credit_card,CA,11.28,0,85.2,12,1,14,verified
21000,60 months,16.29,10,MORTGAGE,95000,debt_consolidation,TX,32.63,0,75.6,37,1,14,verified
12000,36 months,11.14,10,OWN,83000,debt_consolidation,WV,8.17,0,59.5,22,0,32,not verified
20000,36 months,14.33,10,OWN,64000,credit_card,TX,22.78,0,80.9,23,0,15,verified
20675,60 months,21,10,OWN,47000,car,KS,16.13,0,51.3,49,0,19,verified
10750,36 months,8.9,10,RENT,32000,debt_consolidation,NY,18.08,0,52.6,19,0,17,not verified
6000,36 months,12.12,4,RENT,49000,debt_consolidation,NY,23.57,0,41.4,16,0,4,not verified
35000,60 months,16.29,3,MORTGAGE,240000,debt_consolidation,CA,14.39,0,94.9,35,0,23,verified
6000,36 months,13.11,5,MORTGAGE,45000,debt_consolidation,NY,18.88,0,65.4,16,0,10,verified
15500,36 months,12.12,5,MORTGAGE,74000,home_improvement,FL,5.24,0,87.1,19,0,13,not verified
12025,36 months,8.9,2,MORTGAGE,107000,debt_consolidation,MD,28.5,0,,37,0,19,verified
5700,36 months,12.12,10,MORTGAGE,77000,home_improvement,CA,14.6,0,67.6,33,0,21,not verified
8000,36 months,14.33,10,MORTGAGE,85000,debt_consolidation,IL,12.68,0,57.9,23,0,14,verified
4000,36 months,19.72,10,OWN,60000,major_purchase,TX,29.92,0,79.2,31,0,15,verified
10375,36 months,14.33,4,MORTGAGE,32000,debt_consolidation,MN,17.96,0,45.4,40,0,11,not verified
10800,36 months,17.77,3,MORTGAGE,50000,debt_consolidation,GA,23.57,1,40.1,52,1,12,verified
8000,36 months,13.11,10,RENT,65000,debt_consolidation,NY,22.74,0,36.6,27,0,21,not verified
15000,36 months,10.16,6,RENT,65000,credit_card,CA,24.28,0,64.5,27,0,17,not verified
9800,36 months,12.12,,MORTGAGE,36000,debt_consolidation,OK,23.1,0,61.1,30,1,22,verified
10300,36 months,16.29,10,MORTGAGE,60000,debt_consolidation,SC,21.66,1,74.1,19,0,8,verified
20000,36 months,7.9,10,OWN,78000,debt_consolidation,NY,8.9,0,55.8,21,0,17,verified
4900,36 months,7.9,9,MORTGAGE,103000,debt_consolidation,FL,11.15,0,73,44,0,30,verified
28000,36 months,7.9,,MORTGAGE,90000,debt_consolidation,MA,12.64,0,70.1,24,0,43,verified
5600,36 months,17.27,10,RENT,44325,other,VA,20.71,1,79.2,30,1,17,verified
17050,36 months,17.77,6,RENT,38854,major_purchase,FL,16.21,0,25.1,29,0,18,verified
19600,36 months,10.16,10,MORTGAGE,50000,debt_consolidation,MI,22.39,0,58.6,37,0,14,verified
15000,36 months,14.09,8,MORTGAGE,174000,credit_card,MO,12.45,0,86.1,56,0,25,verified
11325,36 months,10.16,10,MORTGAGE,34000,credit_card,FL,15.56,0,30.8,23,0,10,not verified
23950,36 months,8.9,10,MORTGAGE,210000,other,VA,0.68,0,0.8,18,0,15,verified
12000,36 months,6.03,,OWN,78396,debt_consolidation,NC,26.34,0,41.1,32,0,31,verified
21600,60 months,23.83,2,RENT,88500,debt_consolidation,NY,20.48,0,52.3,36,0,9,verified
15000,36 months,18.75,8,RENT,60000,debt_consolidation,NY,22.8,0,68.9,13,1,19,not verified
20000,60 months,17.77,10,MORTGAGE,100000,debt_consolidation,MI,28.56,1,73.4,25,0,14,verified
4000,36 months,13.11,10,MORTGAGE,61000,debt_consolidation,NJ,11.96,0,90.9,13,0,12,not verified
16800,60 months,13.11,9,MORTGAGE,70000,debt_consolidation,FL,15.98,0,27.3,27,1,21,verified
20075,36 months,7.9,10,MORTGAGE,81000,debt_consolidation,NY,7.61,0,64.6,11,0,27,verified
24000,36 months,12.12,10,MORTGAGE,115000,debt_consolidation,TX,14.49,0,92.6,26,1,21,verified
12000,36 months,11.14,5,MORTGAGE,45000,debt_consolidation,FL,23.65,1,69.2,25,0,18,verified
15000,36 months,18.49,7,RENT,66000,debt_consolidation,TX,14.56,0,78.6,24,0,24,not verified
6000,36 months,16.29,7,MORTGAGE,152500,home_improvement,CO,11.46,0,98.2,52,0,14,verified
4025,36 months,20.49,3,RENT,60000,debt_consolidation,IL,16.86,0,68.2,21,0,12,verified
1500,36 months,13.11,3,MORTGAGE,59000,other,NY,11.35,0,32.9,16,0,9,not verified
15000,60 months,24.7,7,MORTGAGE,84500,home_improvement,FL,17.43,1,76.6,35,1,20,verified
15000,36 months,13.11,5,MORTGAGE,77125,credit_card,NY,24.09,0,40.7,40,0,14,verified
21475,60 months,15.8,5,RENT,54900,credit_card,FL,18.88,0,76.3,18,1,21,verified
28000,36 months,10.16,10,MORTGAGE,100000,credit_card,CO,8.82,0,48.6,15,0,18,verified
16000,60 months,16.29,2,MORTGAGE,46000,home_improvement,MD,13.28,1,14.7,37,1,22,verified
8450,36 months,13.11,7,MORTGAGE,62000,credit_card,AZ,2.88,0,57,14,0,8,not verified
26750,60 months,23.63,5,MORTGAGE,144000,other,TX,20.62,0,14.8,33,0,20,verified
16000,36 months,10.16,4,MORTGAGE,90000,debt_consolidation,FL,11.81,0,78.5,28,0,12,not verified
21600,36 months,13.11,2,OWN,100000,debt_consolidation,NY,11.95,0,63.5,30,0,16,verified
16000,36 months,6.62,0,MORTGAGE,62500,debt_consolidation,MI,23.79,0,57.1,21,0,13,not verified
25000,60 months,18.49,10,OWN,64000,debt_consolidation,IL,31.16,0,67.6,30,0,18,verified
35000,36 months,17.77,10,MORTGAGE,88000,debt_consolidation,FL,19.12,0,91.8,43,1,14,verified
11325,36 months,12.12,7,RENT,33000,debt_consolidation,MN,24.33,1,52.2,35,0,10,verified
9000,36 months,12.12,4,RENT,58000,credit_card,SD,18.95,0,64.7,26,0,14,not verified
10000,36 months,15.8,8,RENT,36000,credit_card,NC,9.73,0,51.1,16,1,11,verified
6500,36 months,7.9,0,RENT,39500,debt_consolidation,MA,34.37,0,12.1,25,1,35,verified
14400,36 months,15.31,8,MORTGAGE,146734,medical,TN,4.28,0,14.6,33,0,15,verified
23800,60 months,12.12,10,OWN,135000,debt_consolidation,TX,10.11,0,41,34,0,23,verified
27575,60 months,17.27,10,OWN,62400,debt_consolidation,NJ,14.92,0,62.9,26,1,22,verified
14825,36 months,13.11,7,MORTGAGE,55000,debt_consolidation,AR,17.63,0,84.8,30,0,17,not verified
14000,60 months,17.27,0,RENT,80000,credit_card,CA,12.54,0,95.9,40,1,12,verified
12000,36 months,18.49,8,RENT,38000,vacation,CA,27.57,0,82.7,15,1,13,not verified
21000,36 months,11.14,1,MORTGAGE,125000,debt_consolidation,OR,15.17,0,64.4,36,0,17,verified
16000,60 months,15.8,10,MORTGAGE,94055,credit_card,TX,23.5,0,57.4,32,0,13,verified
28000,60 months,17.27,10,MORTGAGE,192500,credit_card,CA,10.94,0,93.1,24,0,30,verified
25450,36 months,11.14,3,RENT,75000,credit_card,AR,11.33,0,19.2,15,0,9,verified
3200,36 months,21,4,RENT,22000,other,CA,1.91,0,21.3,4,0,6,verified
6250,36 months,13.11,10,RENT,30000,debt_consolidation,CA,7.5,0,29.2,35,0,24,verified
15000,36 months,13.11,10,RENT,80000,credit_card,WY,19.68,1,87.9,34,0,13,verified
4800,36 months,11.14,2,MORTGAGE,60000,debt_consolidation,SC,6.32,0,36.1,20,0,7,verified
4950,36 months,15.8,,RENT,30231.71,credit_card,HI,5.8,0,72.8,18,0,27,verified
20500,60 months,15.8,5,MORTGAGE,65000,home_improvement,SD,24.3,0,19.8,34,1,19,verified
4950,36 months,18.75,2,RENT,17500,other,PA,6.03,0,38.7,7,0,6,not verified
19575,36 months,12.12,10,RENT,45000,debt_consolidation,TX,32.61,0,50.6,21,0,17,verified
12700,36 months,12.12,5,OWN,39000,house,AZ,4.09,0,33.6,21,0,11,not verified
6000,36 months,15.31,9,RENT,55000,major_purchase,CA,2.79,0,57.8,17,0,15,not verified
16000,36 months,18.49,10,RENT,39000,debt_consolidation,IL,26.46,1,36.6,32,0,14,not verified
15600,60 months,23.63,5,MORTGAGE,90000,other,IN,20.73,0,93.9,16,1,17,verified
8000,36 months,14.33,10,MORTGAGE,40000,debt_consolidation,AZ,27.18,1,73.1,28,0,14,not verified
10000,36 months,16.29,10,MORTGAGE,85446,credit_card,OR,17.02,0,69.4,17,0,5,verified
2500,36 months,15.8,10,MORTGAGE,30000,home_improvement,NY,19.24,1,20.5,28,0,9,not verified
23675,36 months,7.62,2,MORTGAGE,53000,debt_consolidation,AR,28.51,0,55.3,24,0,14,verified
10000,36 months,14.33,2,MORTGAGE,40000,debt_consolidation,MO,20.73,0,35.1,14,1,19,not verified
7500,36 months,12.12,2,RENT,30000,debt_consolidation,PA,6.08,0,20.3,15,0,13,not verified
4200,36 months,12.12,5,RENT,29000,debt_consolidation,UT,1.66,0,18.9,12,0,5,verified
8650,36 months,12.12,10,OWN,74000,debt_consolidation,NJ,17.35,0,2.4,50,0,16,not verified
14125,36 months,7.9,3,MORTGAGE,70000,credit_card,TX,9.17,0,74.2,18,0,14,verified
7750,36 months,19.72,10,MORTGAGE,55000,other,FL,7.25,3,75.3,26,1,19,verified
10000,36 months,8.9,7,MORTGAGE,75000,home_improvement,FL,6.38,0,33.5,22,0,19,not verified
4000,36 months,17.77,10,RENT,58700,debt_consolidation,WA,24.02,0,96.8,34,1,20,verified
20000,36 months,13.11,0,RENT,75000,debt_consolidation,NJ,11.32,0,66.6,12,0,8,verified
14000,36 months,17.27,10,MORTGAGE,120000,debt_consolidation,AZ,26.18,0,82.4,29,0,11,verified
3650,36 months,18.49,10,RENT,30000,debt_consolidation,KS,22.08,0,69.7,8,0,10,not verified
20000,36 months,7.62,2,MORTGAGE,63000,credit_card,OR,3.39,0,0,21,0,9,verified
5000,36 months,18.49,3,RENT,27500,small_business,FL,10.3,0,41.2,12,0,4,verified
13000,36 months,17.77,7,RENT,130000,credit_card,NV,11.81,0,94.2,23,0,16,not verified
24000,36 months,8.9,6,MORTGAGE,71976,home_improvement,CA,6.39,0,30.1,41,0,12,verified
12375,36 months,19.05,7,MORTGAGE,85000,debt_consolidation,TX,28.39,0,78.3,33,0,13,verified
17625,36 months,19.72,1,RENT,40000,debt_consolidation,MN,25.02,0,70.7,16,0,7,not verified
12175,36 months,8.9,1,RENT,35000,debt_consolidation,CA,26.64,0,71.2,8,0,12,verified
10300,36 months,16.29,,MORTGAGE,57000,debt_consolidation,IL,12.97,0,50,18,0,13,verified
16000,60 months,15.31,10,MORTGAGE,46500,debt_consolidation,MI,8.05,0,32.4,19,0,14,verified
15000,36 months,10.16,10,MORTGAGE,68160,debt_consolidation,TX,11.41,0,70.2,21,0,17,not verified
6950,36 months,14.33,10,RENT,55000,debt_consolidation,NY,1.55,0,10.2,22,0,17,not verified
16000,60 months,11.14,10,MORTGAGE,138000,debt_consolidation,FL,14.63,0,65.1,18,0,17,verified
6300,36 months,12.12,10,RENT,44000,credit_card,OR,6.62,0,48.8,14,0,10,verified
9100,36 months,18.75,8,RENT,41200,credit_card,FL,22.31,0,55.4,14,0,18,not verified
13500,36 months,14.09,10,MORTGAGE,48000,other,CA,18.11,0,51.8,23,0,13,verified
14700,60 months,22.47,1,RENT,50000,debt_consolidation,IL,19.13,0,46.9,31,1,8,verified
28000,60 months,13.11,10,MORTGAGE,96000,debt_consolidation,FL,19.06,0,84.6,23,0,26,verified
24000,36 months,12.12,10,RENT,72000,debt_consolidation,NY,11.7,0,69.8,29,0,29,verified
6000,36 months,12.12,1,RENT,45000,major_purchase,TX,15.97,1,13.3,24,0,9,not verified
20000,36 months,15.31,2,OWN,62500,debt_consolidation,DE,23.62,0,87.4,21,1,29,verified
29700,36 months,8.9,10,MORTGAGE,165000,debt_consolidation,MN,8.74,0,63.4,29,0,17,verified
9600,36 months,13.11,,MORTGAGE,44000,debt_consolidation,NV,26.27,0,29.8,33,0,24,verified
5000,36 months,14.09,1,MORTGAGE,32000,debt_consolidation,WI,6.26,0,22.6,37,0,17,verified
8400,36 months,17.27,8,MORTGAGE,56850,debt_consolidation,IL,18.89,0,72.3,51,0,18,verified
4200,36 months,17.77,1,MORTGAGE,80000,debt_consolidation,IL,11.67,0,57.2,24,0,13,not verified
9900,36 months,20.49,10,RENT,110000,debt_consolidation,WA,10.04,3,46.7,20,0,13,verified
7200,36 months,19.72,2,RENT,40000,debt_consolidation,CA,19.11,0,90.5,14,1,5,not verified
8325,36 months,19.72,4,RENT,65000,other,NY,5.52,0,67.8,26,0,9,verified
1500,36 months,15.8,4,RENT,30000,major_purchase,MN,22.52,0,24.9,30,0,4,not verified
20000,60 months,15.8,5,MORTGAGE,71000,home_improvement,CA,12.96,0,58.5,40,1,15,verified
6000,36 months,12.12,10,MORTGAGE,85000,home_improvement,FL,11.66,0,81.5,14,0,10,not verified
17500,60 months,15.8,4,MORTGAGE,73000,credit_card,TX,12.9,1,81.9,14,1,6,verified
35000,60 months,23.28,8,RENT,100000,other,MI,14.53,0,22,34,0,10,verified
10000,36 months,13.11,3,RENT,51000,debt_consolidation,CA,31.46,0,22.7,19,0,6,verified
11625,36 months,18.49,1,RENT,33600,wedding,CA,5.71,0,46,22,1,12,verified
3150,36 months,15.8,4,RENT,40266,debt_consolidation,IN,11,0,14.8,23,0,22,verified
35000,36 months,17.77,10,MORTGAGE,85000,debt_consolidation,CO,16.64,1,77.4,33,0,15,verified
2000,36 months,21.98,0,RENT,38000,moving,VA,7.17,0,73.5,7,0,4,not verified
15000,36 months,16.29,1,RENT,80000,debt_consolidation,CA,16.95,1,27.6,13,0,19,verified
23000,60 months,15.31,1,RENT,80000,major_purchase,NY,4.37,1,51.5,12,0,10,verified
8000,36 months,13.11,10,RENT,50000,debt_consolidation,NJ,6.17,1,19.5,34,0,25,not verified
2200,36 months,15.8,2,RENT,50000,debt_consolidation,TX,10.97,0,16,6,0,6,not verified
16425,36 months,8.9,0,RENT,37500,debt_consolidation,KS,21.76,0,50.5,42,0,12,verified
7375,36 months,15.31,3,RENT,40000,credit_card,NY,18.54,0,37.7,20,0,16,verified
16000,60 months,16.29,10,MORTGAGE,43000,debt_consolidation,IL,12.22,0,60.5,11,1,12,verified
15000,60 months,17.77,8,RENT,64000,debt_consolidation,FL,22.49,0,42,21,1,10,verified
25000,36 months,13.11,,OWN,68000,home_improvement,MI,27.04,4,32.5,32,0,29,verified
3825,36 months,15.31,4,MORTGAGE,34320,home_improvement,FL,10.91,0,43.7,32,0,15,verified
6300,36 months,17.77,9,MORTGAGE,65000,debt_consolidation,TX,15.84,0,57.5,27,0,38,verified
20500,36 months,8.9,7,MORTGAGE,60000,debt_consolidation,CA,23.9,0,40.5,34,0,10,verified
19750,60 months,15.31,10,RENT,60000,debt_consolidation,FL,23.96,0,69.4,35,0,15,verified
28000,36 months,14.09,10,MORTGAGE,118600,debt_consolidation,CA,10.62,1,79.1,33,0,14,verified
12275,36 months,15.8,3,MORTGAGE,55000,debt_consolidation,OK,15.4,0,49.3,14,0,5,not verified
20000,60 months,18.49,3,OWN,60000,credit_card,TX,29.54,0,76.6,20,0,15,verified
16000,36 months,16.29,1,RENT,60000,debt_consolidation,MN,25.26,0,61.8,21,0,11,verified
12000,36 months,15.31,8,MORTGAGE,65000,credit_card,KS,18.81,0,62.1,20,1,7,not verified
21050,36 months,14.33,10,RENT,70000,debt_consolidation,CA,16.39,0,52.1,21,1,19,verified
5700,36 months,17.27,10,OWN,32000,credit_card,NV,33.83,0,52.2,15,1,14,verified
19000,36 months,10.16,10,MORTGAGE,58600,credit_card,AR,27.62,0,52.1,34,0,47,not verified
13250,36 months,10.16,7,MORTGAGE,40000,debt_consolidation,GA,19.23,1,12.6,35,1,13,verified
10000,36 months,15.8,10,RENT,66000,debt_consolidation,CT,12.59,0,67.7,28,1,10,verified
19000,60 months,17.27,8,MORTGAGE,42500,home_improvement,FL,15.39,1,48.3,18,0,9,verified
18000,36 months,10.16,6,MORTGAGE,55000,credit_card,FL,14.68,0,52.3,29,0,14,verified
17500,36 months,11.14,1,RENT,40000,credit_card,MD,24.7,0,73.8,21,0,15,not verified
16000,36 months,17.27,1,RENT,52000,debt_consolidation,NY,7.55,0,36.1,19,0,5,not verified
9600,36 months,7.62,4,MORTGAGE,45900,credit_card,TX,29.48,2,33.5,42,0,30,verified
35000,36 months,17.27,10,OWN,100000,debt_consolidation,NY,26.82,1,41.4,50,1,31,verified
24375,60 months,22.95,3,MORTGAGE,61243,small_business,UT,9.03,1,23.9,37,0,9,verified
17625,36 months,14.09,6,MORTGAGE,92000,debt_consolidation,CO,10.3,0,59.8,50,1,29,verified
7500,36 months,10.16,10,MORTGAGE,70000,debt_consolidation,OH,6.45,0,15.7,33,0,14,not verified
9500,36 months,16.29,7,RENT,28000,debt_consolidation,OH,19.16,0,71.4,11,0,14,verified
8000,36 months,17.77,6,RENT,33000,other,FL,11.13,0,54.4,17,1,9,not verified
7200,36 months,10.16,10,MORTGAGE,72000,debt_consolidation,TX,19.38,0,38.7,47,0,25,not verified
18000,60 months,16.29,10,RENT,54000,debt_consolidation,MA,20.58,0,66.3,16,0,13,verified
6250,36 months,13.11,5,RENT,42000,debt_consolidation,OH,19.26,0,78.1,14,1,7,not verified
20000,36 months,18.49,0,MORTGAGE,200000,home_improvement,SC,7.21,1,68.6,22,0,13,verified
6000,36 months,23.28,10,MORTGAGE,75000,medical,OH,22.14,0,36.9,24,1,22,not verified
8500,36 months,18.49,10,RENT,48297,debt_consolidation,RI,14.81,0,63.6,36,0,11,not verified
5000,36 months,15.31,10,RENT,50000,other,NY,1.54,0,7.8,13,0,13,not verified
15000,36 months,7.62,8,MORTGAGE,55000,debt_consolidation,CA,16.01,0,41.1,33,0,22,verified
17000,60 months,23.28,4,MORTGAGE,103651,other,TX,19.75,0,88.9,29,0,19,verified
14000,36 months,7.9,10,MORTGAGE,222000,credit_card,FL,24.93,0,48.7,27,0,21,verified
15000,36 months,10.16,1,MORTGAGE,75000,credit_card,CO,20.99,2,71.4,22,1,9,verified
8500,36 months,16.29,10,RENT,41240,other,OR,16.3,0,57.1,23,0,14,verified
14000,36 months,19.72,0,RENT,120000,other,VA,11.55,0,30.2,36,0,14,verified
20000,60 months,10.16,10,MORTGAGE,60000,debt_consolidation,FL,24.96,0,34.3,31,0,16,verified
26000,60 months,17.77,7,MORTGAGE,110000,debt_consolidation,KS,20.06,0,89.3,21,0,12,verified
24000,36 months,6.62,5,MORTGAGE,150000,home_improvement,CA,3.72,0,28.2,58,0,12,verified
15000,36 months,7.9,8,MORTGAGE,99800,debt_consolidation,NY,10.14,0,32.6,14,0,21,verified
16800,36 months,12.12,9,MORTGAGE,92000,debt_consolidation,TX,4.8,0,65.4,11,0,12,not verified
11500,36 months,10.16,10,RENT,34000,debt_consolidation,HI,29.26,1,36.1,16,0,17,not verified
9250,36 months,10.16,,MORTGAGE,27000,home_improvement,FL,26.89,0,43.2,11,1,23,verified
15250,36 months,7.62,7,RENT,51000,debt_consolidation,LA,13.34,0,16.4,11,0,8,verified
16000,36 months,10.16,2,MORTGAGE,60000,credit_card,WY,13.56,0,41.6,23,1,21,not verified
5200,36 months,17.77,6,RENT,53550,car,CA,13.76,0,61.7,16,1,12,not verified
24000,60 months,19.72,2,MORTGAGE,150000,debt_consolidation,NC,11.66,1,44.8,38,0,16,verified
18000,60 months,21.49,10,RENT,67000,other,CA,23.16,0,58.4,29,1,15,verified
11000,36 months,15.8,2,RENT,90000,debt_consolidation,CA,10.49,0,53.2,29,1,22,verified
21000,60 months,16.29,6,MORTGAGE,50000,debt_consolidation,MI,15.17,0,29.3,28,0,14,verified
4500,36 months,13.11,10,MORTGAGE,90500,debt_consolidation,IL,12.24,0,79.9,29,0,7,verified
9750,36 months,14.33,10,RENT,52000,other,WA,14.82,0,33.3,18,0,14,not verified
35000,36 months,15.8,10,MORTGAGE,190000,debt_consolidation,CA,23.78,0,87.4,29,0,26,verified
21000,36 months,8.9,3,MORTGAGE,160000,debt_consolidation,RI,26.6,0,74.7,18,0,26,verified
30000,36 months,15.8,10,RENT,134875,debt_consolidation,IN,23.04,0,78.9,40,1,19,verified
7200,60 months,17.77,10,OWN,55000,debt_consolidation,TX,28.95,0,11.7,37,1,17,verified
10000,36 months,18.49,6,RENT,40000,other,NY,8.01,2,40.8,27,1,9,not verified
15000,36 months,7.9,10,MORTGAGE,115700,debt_consolidation,TX,18.9,0,59.7,24,0,9,verified
4000,36 months,21.49,6,RENT,36000,debt_consolidation,CA,6.07,0,58,5,0,4,not verified
18500,36 months,10.16,2,MORTGAGE,52000,debt_consolidation,FL,11.85,0,61,24,0,9,not verified
20000,60 months,23.83,10,RENT,60000,credit_card,IL,32.98,0,64.4,17,1,15,verified
8000,36 months,19.05,3,MORTGAGE,145000,debt_consolidation,FL,13.15,0,71.8,28,0,21,verified
18000,36 months,18.49,2,RENT,64000,debt_consolidation,DC,20.72,1,55.7,14,0,21,not verified
21000,60 months,22.47,10,MORTGAGE,92000,debt_consolidation,SC,22.72,2,74.3,23,0,26,verified
18000,36 months,6.62,10,RENT,90000,debt_consolidation,NJ,17.04,0,54,32,1,33,not verified
10000,36 months,10.16,10,RENT,48000,debt_consolidation,WA,9.04,0,49.6,10,0,24,not verified
1500,36 months,14.33,10,OWN,90000,home_improvement,RI,16.48,0,70.6,21,0,14,not verified
18200,36 months,13.11,4,RENT,56000,debt_consolidation,WA,18.19,0,46.5,28,0,11,not verified
20000,60 months,19.72,10,RENT,70000,debt_consolidation,TX,19.05,0,79.2,30,0,29,verified
5000,36 months,11.14,10,MORTGAGE,60000,credit_card,NC,15.1,1,91.9,32,0,13,not verified
12000,60 months,21.98,10,MORTGAGE,67000,credit_card,PA,21.15,0,81.6,33,0,15,verified
22000,60 months,17.27,8,OWN,70000,debt_consolidation,MN,31.47,0,68.5,26,0,39,verified
11200,36 months,11.14,10,RENT,66000,debt_consolidation,CA,16.09,0,29.4,44,0,24,not verified
8000,36 months,7.62,2,RENT,61999,debt_consolidation,DC,6.39,0,13.1,25,0,12,not verified
12000,36 months,14.33,8,RENT,95000,debt_consolidation,IL,7.63,0,46.3,10,0,9,not verified
15000,36 months,11.14,9,MORTGAGE,60000,debt_consolidation,NY,4.58,0,73.1,15,0,12,not verified
20000,36 months,14.33,1,RENT,50000,debt_consolidation,TX,19.2,0,71.8,24,0,8,verified
8400,36 months,18.49,10,MORTGAGE,98000,home_improvement,PA,16.93,0,87.6,28,1,23,verified
8000,36 months,15.31,9,MORTGAGE,52000,debt_consolidation,WI,20.38,0,74.1,32,1,11,not verified
8000,36 months,15.31,4,RENT,90000,debt_consolidation,NY,25.95,0,57.6,42,0,11,verified
